9124	IN	    04/20/2023	 06:55:39
9124	IN	    04/20/2023	 06:55:41
9124	IN	    04/20/2023	 06:55:42
9124	OUT	    04/20/2023	 12:01:57
9124	IN	    04/20/2023	 12:50:55
9124	OUT	    04/20/2023	 16:01:13
9124	OUT	    04/20/2023	 16:01:14
9124	OUT	    04/20/2023	 16:01:16
9124	IN	    04/21/2023	 07:00:00
9124	IN	    04/21/2023	 07:00:01
9124	IN	    04/21/2023	 07:00:03
9124	OUT	    04/21/2023	 12:19:47
9124	OUT	    04/21/2023	 12:19:49
9124	IN	    04/21/2023	 12:47:06
9124	OUT	    04/21/2023	 16:02:30
9124	OUT	    04/21/2023	 16:02:32
9124	OUT	    04/21/2023	 16:05:26
9124	OUT	    04/21/2023	 16:05:28
9124	IN	    04/24/2023	 06:56:49
9124	IN	    04/24/2023	 06:56:51
9124	IN	    04/24/2023	 06:56:54
9124	OUT	    04/24/2023	 12:00:57
9124	IN	    04/24/2023	 12:38:19
9124	IN	    04/24/2023	 12:56:45
9124	OUT	    04/24/2023	 16:12:40
9124	OUT	    04/24/2023	 16:13:40
9124	OUT	    04/24/2023	 16:13:41
9124	OUT	    04/24/2023	 16:13:43
9124	OUT	    04/24/2023	 16:15:16
9124	IN	    04/25/2023	 06:56:07
9124	IN	    04/25/2023	 06:56:08
9124	IN	    04/25/2023	 06:56:10
9124	OUT	    04/25/2023	 12:01:39
9124	IN	    04/25/2023	 12:30:45
9124	OUT	    04/25/2023	 16:35:49
9124	OUT	    04/25/2023	 16:35:51
9124	OUT	    04/25/2023	 16:35:52
9124	IN	    04/26/2023	 06:45:19
9124	IN	    04/26/2023	 06:45:20
9124	IN	    04/26/2023	 06:45:22
9124	OUT	    04/26/2023	 12:33:20
9124	IN	    04/26/2023	 12:53:54
9124	OUT	    04/26/2023	 16:12:24
9124	OUT	    04/26/2023	 16:12:25
9124	OUT	    04/26/2023	 16:12:27
9124	OUT	    04/26/2023	 16:14:17
9124	OUT	    04/26/2023	 16:14:19
9124	OUT	    04/26/2023	 16:14:20
9124	IN	    04/27/2023	 06:57:27
9124	IN	    04/27/2023	 06:57:29
9124	IN	    04/27/2023	 06:57:30
9124	OUT	    04/27/2023	 12:06:09
9124	IN	    04/27/2023	 12:54:41
9124	OUT	    04/27/2023	 16:01:02
9124	OUT	    04/27/2023	 16:01:04
9124	OUT	    04/27/2023	 16:01:05
9124	IN	    04/28/2023	 06:46:03
9124	IN	    04/28/2023	 06:46:04
9124	IN	    04/28/2023	 06:46:06
9124	OUT	    04/28/2023	 12:08:23
9124	IN	    04/28/2023	 12:54:29
9124	OUT	    04/28/2023	 16:25:55
9124	OUT	    04/28/2023	 16:25:56
9124	OUT	    04/28/2023	 16:25:58
9124	IN	    05/02/2023	 06:00:02
9124	IN	    05/02/2023	 06:00:03
9124	IN	    05/02/2023	 06:00:05
9124	IN	    05/02/2023	 06:12:19
9124	OUT	    05/02/2023	 12:00:04
9124	IN	    05/02/2023	 13:00:05
9124	OUT	    05/02/2023	 16:01:46
9124	OUT	    05/02/2023	 16:01:48
9124	OUT	    05/02/2023	 16:01:49
9124	IN	    05/03/2023	 06:26:47
9124	IN	    05/03/2023	 06:26:49
9124	IN	    05/03/2023	 06:26:50
9124	IN	    05/03/2023	 06:27:25
9124	OUT	    05/03/2023	 12:13:48
9124	IN	    05/03/2023	 12:54:56
9124	OUT	    05/03/2023	 17:41:27
9124	OUT	    05/03/2023	 17:41:29
9124	OUT	    05/03/2023	 17:41:31
8152	IN	    04/20/2023	 06:57:35
8152	IN	    04/20/2023	 06:57:37
8152	OUT	    04/20/2023	 12:33:26
8152	OUT	    04/20/2023	 12:33:28
8152	IN	    04/20/2023	 12:52:27
8152	IN	    04/20/2023	 12:52:28
8152	OUT	    04/20/2023	 19:01:09
8152	OUT	    04/20/2023	 19:01:10
8152	IN	    04/21/2023	 06:54:48
8152	IN	    04/21/2023	 06:54:50
8152	OUT	    04/21/2023	 12:33:16
8152	OUT	    04/21/2023	 12:33:25
8152	IN	    04/21/2023	 12:54:22
8152	IN	    04/21/2023	 12:54:24
8152	OUT	    04/21/2023	 16:07:34
8152	OUT	    04/21/2023	 16:07:36
8152	IN	    04/24/2023	 07:11:48
8152	IN	    04/24/2023	 07:11:50
8152	OUT	    04/24/2023	 12:47:23
8152	OUT	    04/24/2023	 12:47:26
8152	IN	    04/24/2023	 12:52:33
8152	IN	    04/24/2023	 12:52:35
8152	OUT	    04/24/2023	 19:01:14
8152	OUT	    04/24/2023	 19:01:17
8152	IN	    04/25/2023	 07:09:35
8152	IN	    04/25/2023	 07:09:37
8152	OUT	    04/25/2023	 12:01:08
8152	OUT	    04/25/2023	 12:01:10
8152	IN	    04/25/2023	 12:48:30
8152	IN	    04/25/2023	 12:48:31
8152	OUT	    04/25/2023	 19:01:06
8152	OUT	    04/25/2023	 19:01:08
8152	IN	    04/26/2023	 07:27:14
8152	IN	    04/26/2023	 07:27:16
8152	OUT	    04/26/2023	 12:01:24
8152	OUT	    04/26/2023	 12:01:26
8152	IN	    04/26/2023	 12:48:45
8152	IN	    04/26/2023	 12:48:51
8152	OUT	    04/26/2023	 19:01:10
8152	OUT	    04/26/2023	 19:01:13
8152	OUT	    04/26/2023	 19:01:15
8152	IN	    04/27/2023	 06:44:44
8152	IN	    04/27/2023	 06:44:50
8152	OUT	    04/27/2023	 12:38:46
8152	OUT	    04/27/2023	 12:38:48
8152	IN	    04/27/2023	 12:51:04
8152	IN	    04/27/2023	 12:51:06
8152	OUT	    04/27/2023	 19:01:02
8152	OUT	    04/27/2023	 19:01:04
8152	IN	    04/28/2023	 06:55:51
8152	IN	    04/28/2023	 06:55:53
8152	OUT	    04/28/2023	 12:45:58
8152	OUT	    04/28/2023	 12:46:00
8152	IN	    04/28/2023	 12:54:02
8152	IN	    04/28/2023	 12:54:04
8152	OUT	    04/28/2023	 19:01:15
8152	OUT	    04/28/2023	 19:01:17
8152	IN	    04/29/2023	 07:02:55
8152	IN	    04/29/2023	 07:02:56
8152	OUT	    04/29/2023	 12:02:01
8152	OUT	    04/29/2023	 12:02:03
8152	IN	    04/29/2023	 12:51:39
8152	IN	    04/29/2023	 12:51:41
8152	OUT	    04/29/2023	 16:01:06
8152	OUT	    04/29/2023	 16:01:11
8152	IN	    05/02/2023	 06:49:31
8152	IN	    05/02/2023	 06:49:32
8152	OUT	    05/02/2023	 12:01:07
8152	OUT	    05/02/2023	 12:01:09
8152	IN	    05/02/2023	 12:54:29
8152	IN	    05/02/2023	 12:54:31
8152	OUT	    05/02/2023	 19:01:02
8152	OUT	    05/02/2023	 19:01:04
8152	IN	    05/03/2023	 06:48:13
8152	IN	    05/03/2023	 06:48:18
8152	OUT	    05/03/2023	 12:01:06
8152	OUT	    05/03/2023	 12:01:08
8152	IN	    05/03/2023	 12:55:12
8152	IN	    05/03/2023	 12:55:13
8152	OUT	    05/03/2023	 19:01:30
8152	OUT	    05/03/2023	 19:01:31
8152	IN	    05/04/2023	 06:45:50
8152	IN	    05/04/2023	 06:45:52
8152	OUT	    05/04/2023	 12:01:50
8152	OUT	    05/04/2023	 12:01:52
8152	IN	    05/04/2023	 12:55:28
8152	IN	    05/04/2023	 12:55:36
8152	OUT	    05/04/2023	 19:01:52
8152	OUT	    05/04/2023	 19:01:54
8152	IN	    05/05/2023	 06:45:17
8152	IN	    05/05/2023	 06:45:19
8152	OUT	    05/05/2023	 12:01:09
8152	OUT	    05/05/2023	 12:01:11
8152	IN	    05/05/2023	 12:53:36
8152	IN	    05/05/2023	 12:53:38
8152	OUT	    05/05/2023	 19:01:11
8152	OUT	    05/05/2023	 19:01:12
8152	IN	    05/06/2023	 06:50:41
8152	IN	    05/06/2023	 06:50:45
8152	OUT	    05/06/2023	 12:35:04
8152	OUT	    05/06/2023	 12:35:07
8152	IN	    05/06/2023	 12:52:13
8152	IN	    05/06/2023	 12:52:17
8152	OUT	    05/06/2023	 16:02:20
8152	OUT	    05/06/2023	 16:02:21
8152	OUT	    05/06/2023	 16:02:23
8152	IN	    05/08/2023	 07:01:17
8152	IN	    05/08/2023	 07:01:19
8232	IN	    04/20/2023	 07:10:09
8232	IN	    04/20/2023	 07:10:11
8232	OUT	    04/20/2023	 12:07:01
8232	OUT	    04/20/2023	 12:07:03
8232	OUT	    04/20/2023	 12:07:04
8232	IN	    04/20/2023	 12:40:44
8232	IN	    04/20/2023	 12:40:45
8232	IN	    04/20/2023	 12:40:47
8232	OUT	    04/20/2023	 19:01:28
8232	OUT	    04/20/2023	 19:01:30
8232	OUT	    04/20/2023	 19:01:31
8232	IN	    04/21/2023	 07:04:14
8232	IN	    04/21/2023	 07:04:16
8232	IN	    04/21/2023	 07:04:17
8232	OUT	    04/21/2023	 12:20:03
8232	OUT	    04/21/2023	 12:20:05
8232	IN	    04/21/2023	 12:45:04
8232	IN	    04/21/2023	 12:45:06
8232	IN	    04/21/2023	 12:45:07
8232	OUT	    04/21/2023	 16:17:49
8232	OUT	    04/21/2023	 16:17:51
8232	OUT	    04/21/2023	 16:17:52
8232	IN	    04/24/2023	 07:06:33
8232	IN	    04/24/2023	 07:06:35
8232	IN	    04/24/2023	 07:06:37
8232	OUT	    04/24/2023	 12:10:26
8232	OUT	    04/24/2023	 12:10:28
8232	OUT	    04/24/2023	 12:10:30
8232	IN	    04/24/2023	 12:50:40
8232	IN	    04/24/2023	 12:50:42
8232	IN	    04/24/2023	 12:50:43
8232	OUT	    04/24/2023	 19:02:02
8232	OUT	    04/24/2023	 19:02:04
8232	OUT	    04/24/2023	 19:02:05
8232	OUT	    04/24/2023	 19:02:07
8232	IN	    04/25/2023	 07:04:44
8232	IN	    04/25/2023	 07:04:45
8232	IN	    04/25/2023	 07:04:47
8232	OUT	    04/25/2023	 12:05:28
8232	OUT	    04/25/2023	 12:05:30
8232	OUT	    04/25/2023	 12:05:32
8232	IN	    04/25/2023	 12:50:02
8232	IN	    04/25/2023	 12:50:04
8232	IN	    04/25/2023	 12:50:05
8232	OUT	    04/25/2023	 19:03:48
8232	OUT	    04/25/2023	 19:03:51
8232	OUT	    04/25/2023	 19:03:52
8232	IN	    04/26/2023	 06:59:56
8232	IN	    04/26/2023	 06:59:57
8232	IN	    04/26/2023	 06:59:58
8232	OUT	    04/26/2023	 12:12:01
8232	OUT	    04/26/2023	 12:12:03
8232	OUT	    04/26/2023	 12:12:04
8232	IN	    04/26/2023	 12:50:10
8232	IN	    04/26/2023	 12:50:12
8232	IN	    04/26/2023	 12:50:14
8232	OUT	    04/26/2023	 19:02:11
8232	OUT	    04/26/2023	 19:02:13
8232	OUT	    04/26/2023	 19:02:14
8232	IN	    04/27/2023	 06:57:41
8232	IN	    04/27/2023	 06:57:42
8232	IN	    04/27/2023	 06:57:44
8232	OUT	    04/27/2023	 12:05:15
8232	OUT	    04/27/2023	 12:05:16
8232	OUT	    04/27/2023	 12:05:18
8232	IN	    04/27/2023	 12:50:02
8232	IN	    04/27/2023	 12:50:03
8232	IN	    04/27/2023	 12:50:05
8232	OUT	    04/27/2023	 16:03:53
8232	OUT	    04/27/2023	 16:03:54
8232	OUT	    04/27/2023	 16:03:56
8232	OUT	    04/27/2023	 16:03:57
8232	IN	    04/28/2023	 06:55:44
8232	IN	    04/28/2023	 06:55:45
8232	OUT	    04/28/2023	 12:05:41
8232	OUT	    04/28/2023	 12:05:43
8232	OUT	    04/28/2023	 12:05:45
8232	IN	    04/28/2023	 12:50:25
8232	IN	    04/28/2023	 12:50:27
8232	IN	    04/28/2023	 12:50:29
8232	OUT	    04/28/2023	 19:01:31
8232	OUT	    04/28/2023	 19:01:33
8232	OUT	    04/28/2023	 19:01:34
8232	IN	    04/29/2023	 07:04:58
8232	IN	    04/29/2023	 07:04:59
8232	IN	    04/29/2023	 07:05:01
8232	OUT	    04/29/2023	 12:05:46
8232	OUT	    04/29/2023	 12:05:47
8232	OUT	    04/29/2023	 12:05:49
8232	IN	    04/29/2023	 12:45:17
8232	IN	    04/29/2023	 12:45:20
8232	IN	    04/29/2023	 12:45:21
8232	OUT	    04/29/2023	 16:01:38
8232	OUT	    04/29/2023	 16:01:40
8232	OUT	    04/29/2023	 16:01:41
